https://ecraft2learn.github.io/ai/onyx/[object Object],0,51,17,32
https://ecraft2learn.github.io/ai/onyx/[object Object],0,0.5096312165260315
https://ecraft2learn.github.io/ai/onyx/[object Object],5,99,0,1
https://ecraft2learn.github.io/ai/onyx/[object Object],5,0.9920095801353455
https://ecraft2learn.github.io/ai/onyx/[object Object],10,85,2,13
https://ecraft2learn.github.io/ai/onyx/[object Object],10,0.8465866446495056
https://ecraft2learn.github.io/ai/onyx/[object Object],15,97,0,3
https://ecraft2learn.github.io/ai/onyx/[object Object],15,0.9678962230682373
https://ecraft2learn.github.io/ai/onyx/[object Object],20,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],20,0.9990129470825195
https://ecraft2learn.github.io/ai/onyx/[object Object],25,95,1,4
https://ecraft2learn.github.io/ai/onyx/[object Object],25,0.954914927482605
https://ecraft2learn.github.io/ai/onyx/[object Object],30,90,9,1
https://ecraft2learn.github.io/ai/onyx/[object Object],30,0.8996306657791138
https://ecraft2learn.github.io/ai/onyx/[object Object],35,20,1,80
https://ecraft2learn.github.io/ai/onyx/[object Object],35,0.1981954276561737
https://ecraft2learn.github.io/ai/onyx/[object Object],40,96,0,4
https://ecraft2learn.github.io/ai/onyx/[object Object],40,0.9576283097267151
https://ecraft2learn.github.io/ai/onyx/[object Object],45,89,6,5
https://ecraft2learn.github.io/ai/onyx/[object Object],45,0.8928707838058472
https://ecraft2learn.github.io/ai/onyx/[object Object],50,97,0,3
https://ecraft2learn.github.io/ai/onyx/[object Object],50,0.9669622778892517
https://ecraft2learn.github.io/ai/onyx/[object Object],55,88,0,11
https://ecraft2learn.github.io/ai/onyx/[object Object],55,0.8823218941688538
https://ecraft2learn.github.io/ai/onyx/[object Object],60,99,0,1
https://ecraft2learn.github.io/ai/onyx/[object Object],60,0.9920095801353455
https://ecraft2learn.github.io/ai/onyx/[object Object],65,89,0,11
https://ecraft2learn.github.io/ai/onyx/[object Object],65,0.8886048793792725
https://ecraft2learn.github.io/ai/onyx/[object Object],70,98,1,1
https://ecraft2learn.github.io/ai/onyx/[object Object],70,0.9777980446815491
https://ecraft2learn.github.io/ai/onyx/[object Object],75,45,25,31
https://ecraft2learn.github.io/ai/onyx/[object Object],75,0.44605544209480286
https://ecraft2learn.github.io/ai/onyx/[object Object],80,99,1,1
https://ecraft2learn.github.io/ai/onyx/[object Object],80,0.9851346611976624
https://ecraft2learn.github.io/ai/onyx/[object Object],85,99,0,1
https://ecraft2learn.github.io/ai/onyx/[object Object],85,0.9910016655921936
https://ecraft2learn.github.io/ai/onyx/[object Object],90,97,0,3
https://ecraft2learn.github.io/ai/onyx/[object Object],90,0.9704744815826416
https://ecraft2learn.github.io/ai/onyx/[object Object],95,88,0,11
https://ecraft2learn.github.io/ai/onyx/[object Object],95,0.8823218941688538
